43.5906834,10.529521
43.5710442,10.5352315
43.5692449,10.5171934
43.5515915,10.5030432
43.5482502,10.4934943
43.5489487,10.4879561
43.6078819,10.4968489
43.5677921,10.4797572
43.5738359,10.5010768
43.5750617,10.5006069
43.551174,10.5117417
43.5707488,10.5138426
43.5648712,10.5163313
43.56448,10.5162096
43.5671676,10.5161142
43.5669079,10.5160532
43.5680965,10.5168622
43.5670126,10.5191222
43.5769186,10.5117306
43.5721003,10.5148441
43.5737066,10.5256043
43.6045628,10.5133178
43.6011647,10.514834
43.6050042,10.5130925
43.6061593,10.5124646
43.6065113,10.5092271
43.6074578,10.5117288
43.6078947,10.5115144
43.6085675,10.5089323
43.5711359,10.4780885
43.5759183,10.5007392
43.55424,10.4925037
43.5540882,10.5137455
43.5700084,10.5153504
43.5276165,10.4813538
43.5448345,10.4995582
43.5468809,10.495495
43.5481825,10.4936275
43.532015,10.4921007
43.5367175,10.5076146
43.5300771,10.4777056
43.5340827,10.4980159
43.6072434,10.5108338
43.5514325,10.506898
43.6056358,10.5127637
43.5629887,10.5355158
43.5613486,10.5319131
43.5730382,10.5165485
43.572216,10.514195
43.5694327,10.513943
43.5737123,10.5180386
43.5721762,10.5148328
43.5700858,10.51506
43.5722038,10.5143965
43.5714925,10.5140418
43.5743233,10.5147561
43.5698059,10.5133717
43.5697616,10.4862305
43.5570732,10.4897609
43.5618602,10.4813582
43.5632789,10.4805819
43.5630023,10.5138785
43.5638269,10.5143328
43.5669242,10.5153673
43.5654229,10.5183725
43.5672896,10.515005
43.6068146,10.5100155
43.6068609,10.5096294
43.6066989,10.5097148
43.6066006,10.5113246
43.6050358,10.5106248
43.6059342,10.5125942
43.60662,10.513803
43.6063614,10.5133471
43.6072376,10.5128535
43.6058438,10.5126462
43.6068067,10.5120982
43.604771,10.5121724
43.6043943,10.5125985
43.5417107,10.4764025
43.5458045,10.5012116
43.5454558,10.4998616
43.5451523,10.4987444
43.5448865,10.4994265
43.5503662,10.5080114
43.5503813,10.5067746
43.5515571,10.504467
43.5523728,10.5034298
43.5515117,10.5053437
43.5520964,10.5054125
43.5515404,10.5048106
43.5510285,10.5047645
43.551461,10.5063255
43.5507182,10.5061935
43.5447415,10.499531
43.5322725,10.5040062
43.5583809,10.5107152
43.55761,10.5072922
43.5477871,10.4908679
43.5533736,10.4774111
43.5535583,10.4773807
43.5534692,10.4776324
43.5532795,10.4771655
43.5535432,10.4773961
43.6094299,10.5105126
43.6091278,10.5098502
43.6092234,10.5100598
43.6083085,10.5112137
43.6086592,10.511995
43.6068408,10.513077
43.6072052,10.5124965
43.6086391,10.5156911
43.6078107,10.516449
43.5438349,10.4998275
43.5457597,10.4989931
43.5456319,10.4994822
43.5451425,10.4993181
43.5431264,10.4917264
43.5446002,10.4993681
43.545195,10.4994502
43.545207,10.4993432
43.5445268,10.499332
43.5457557,10.4990085
43.5445766,10.4992451
43.5618017,10.4824562
43.5643589,10.4797475
43.6060634,10.5121373
43.6065191,10.5122582
43.6064265,10.5119429
43.612267,10.5118675
43.5734821,10.5256608
43.5663572,10.5222735
43.6047575,10.5090882
43.6079427,10.5113272
43.6080777,10.5113622
43.6078822,10.51156
